BTH_YR,GENDER,SCTR_CD,LN_AMT,DLQ_TYPE,DLQ_CD_1,DLQ_CD_2,DLQ_AMT,CD_OPN_CD_1,CD_OPN_CD_2,LN_CD_2
26,1,8,600.0,0.0,0,0,0.0,0,0,2
59,0,0,0.0,0.0,0,0,0.0,1,1,0
59,0,0,0.0,0.0,0,0,0.0,1,1,0
59,0,0,0.0,0.0,0,0,0.0,1,2,0
59,0,0,0.0,0.0,0,0,0.0,1,1,0
38,1,0,0.0,0.0,0,0,0.0,1,1,0
38,1,0,0.0,0.0,0,0,0.0,1,1,0
31,0,3,1500.0,0.0,0,0,0.0,2,1,19
31,0,3,1500.0,0.0,0,0,0.0,1,1,19
31,0,1,36000.0,0.0,0,0,0.0,0,0,11
31,0,3,5300.0,0.0,0,0,0.0,1,1,19
31,0,6,16000.0,0.0,0,0,0.0,0,0,14
24,0,0,0.0,0.0,0,0,0.0,1,1,0
26,1,0,0.0,0.0,0,0,0.0,1,1,0
23,1,0,0.0,0.0,0,0,0.0,1,1,0
23,1,0,0.0,0.0,0,0,0.0,1,1,0
23,1,0,0.0,0.0,0,0,0.0,1,1,0
33,0,0,0.0,0.0,0,0,0.0,1,1,0
27,0,0,0.0,0.0,0,0,0.0,1,1,0
27,0,0,0.0,0.0,0,0,0.0,1,1,0
27,0,0,0.0,0.0,0,0,0.0,1,2,0
48,0,0,0.0,0.0,0,0,0.0,1,1,0
48,0,0,0.0,0.0,0,0,0.0,1,1,0
30,0,0,0.0,0.0,0,0,0.0,1,1,0
30,0,0,0.0,0.0,0,0,0.0,1,1,0
30,0,0,0.0,0.0,0,0,0.0,1,1,0
30,0,0,0.0,0.0,0,0,0.0,1,1,0
62,0,0,0.0,0.0,0,0,0.0,1,1,0
55,1,0,0.0,0.0,0,0,0.0,1,1,0
65,1,0,0.0,0.0,0,0,0.0,1,1,0
69,1,0,0.0,0.0,0,0,0.0,1,1,0
32,1,0,0.0,0.0,0,0,0.0,1,1,0
51,0,1,510.0,0.0,0,0,0.0,0,0,1
51,0,1,3600.0,0.0,0,0,0.0,0,0,4
51,0,6,2000.0,0.0,0,0,0.0,0,0,1
51,0,3,2000.0,0.0,0,0,0.0,1,1,19
51,0,3,810.0,0.0,0,0,0.0,1,1,19
51,0,3,2000.0,0.0,0,0,0.0,1,1,19
51,0,3,500.0,0.0,0,0,0.0,1,1,19
51,0,3,1800.0,0.0,0,0,0.0,1,1,19
53,0,0,0.0,0.0,0,0,0.0,1,1,0
53,0,0,0.0,0.0,0,0,0.0,1,1,0
46,0,0,0.0,0.0,0,0,0.0,1,1,0
46,0,0,0.0,0.0,0,0,0.0,1,1,0
28,0,0,0.0,0.0,0,0,0.0,1,1,0
28,0,0,0.0,0.0,0,0,0.0,1,1,0
36,1,1,3000.0,0.0,0,0,0.0,0,0,4
69,0,0,0.0,0.0,0,0,0.0,1,1,0
39,1,0,0.0,0.0,0,0,0.0,1,1,0
39,1,0,0.0,0.0,0,0,0.0,1,1,0
39,1,0,0.0,0.0,0,0,0.0,1,1,0
22,1,0,0.0,0.0,0,0,0.0,1,1,0
22,1,0,0.0,0.0,0,0,0.0,2,1,0
27,1,3,500.0,0.0,0,0,0.0,1,1,19
27,1,8,13000.0,0.0,0,0,0.0,0,0,2
52,1,0,0.0,0.0,0,0,0.0,2,1,0
52,1,0,0.0,0.0,0,0,0.0,1,1,0
52,1,0,0.0,0.0,0,0,0.0,1,1,0
61,0,0,0.0,0.0,0,0,0.0,1,1,0
29,1,0,0.0,0.0,0,0,0.0,1,1,0
69,1,0,0.0,0.0,0,0,0.0,1,1,0
29,1,0,0.0,0.0,0,0,0.0,1,1,0
71,0,0,0.0,0.0,0,0,0.0,1,1,0
32,1,0,0.0,0.0,0,0,0.0,1,1,0
32,1,0,0.0,0.0,0,0,0.0,1,1,0
35,1,0,0.0,0.0,0,0,0.0,1,1,0
49,1,0,0.0,0.0,0,0,0.0,1,1,0
49,1,0,0.0,0.0,0,0,0.0,1,1,0
67,0,0,0.0,0.0,0,0,0.0,1,1,0
70,0,0,0.0,0.0,0,0,0.0,1,1,0
31,0,0,0.0,0.0,0,0,0.0,1,1,0
31,0,0,0.0,0.0,0,0,0.0,1,1,0
42,1,0,0.0,0.0,0,0,0.0,1,1,0
42,1,0,0.0,0.0,0,0,0.0,1,1,0
42,1,0,0.0,0.0,0,0,0.0,1,1,0
33,0,0,0.0,0.0,0,0,0.0,1,1,0
33,0,0,0.0,0.0,0,0,0.0,1,1,0
23,1,0,0.0,0.0,0,0,0.0,1,1,0
23,1,0,0.0,0.0,0,0,0.0,1,1,0
22,1,0,0.0,0.0,0,0,0.0,1,1,0
57,1,0,0.0,0.0,0,0,0.0,1,1,0
57,1,0,0.0,0.0,0,0,0.0,1,1,0
41,1,0,0.0,0.0,0,0,0.0,1,1,0
41,1,0,0.0,0.0,0,0,0.0,1,1,0
39,0,0,0.0,0.0,0,0,0.0,1,1,0
39,0,0,0.0,0.0,0,0,0.0,1,1,0
39,0,0,0.0,0.0,0,0,0.0,1,1,0
63,0,0,0.0,0.0,0,0,0.0,1,1,0
71,0,0,0.0,0.0,0,0,0.0,1,1,0
71,0,0,0.0,0.0,0,0,0.0,1,1,0
29,1,0,0.0,0.0,0,0,0.0,1,1,0
38,1,0,0.0,0.0,0,0,0.0,1,1,0
26,0,0,0.0,0.0,0,0,0.0,2,1,0
26,0,0,0.0,0.0,0,0,0.0,1,1,0
54,0,1,60000.0,0.0,0,0,0.0,0,0,1
54,0,1,99000.0,0.0,0,0,0.0,0,0,8
69,0,0,0.0,0.0,0,0,0.0,1,1,0
60,1,0,0.0,0.0,0,0,0.0,1,1,0
60,1,0,0.0,0.0,0,0,0.0,1,1,0
29,0,0,0.0,0.0,0,0,0.0,1,1,0
22,1,0,0.0,0.0,0,0,0.0,1,1,0
40,0,0,0.0,0.0,0,0,0.0,1,1,0
35,1,0,0.0,0.0,0,0,0.0,1,1,0
35,1,0,0.0,0.0,0,0,0.0,1,1,0
35,1,0,0.0,0.0,0,0,0.0,1,1,0
41,1,0,0.0,0.0,0,0,0.0,1,1,0
35,0,0,0.0,0.0,0,0,0.0,1,1,0
35,0,0,0.0,0.0,0,0,0.0,1,1,0
35,0,0,0.0,0.0,0,0,0.0,1,1,0
57,1,0,0.0,0.0,0,0,0.0,1,1,0
37,0,0,0.0,0.0,0,0,0.0,1,1,0
37,0,0,0.0,0.0,0,0,0.0,1,1,0
37,0,0,0.0,0.0,0,0,0.0,1,1,0
37,0,0,0.0,0.0,0,0,0.0,1,1,0
17,1,0,0.0,0.0,0,0,0.0,2,1,0
45,1,0,0.0,0.0,0,0,0.0,1,1,0
45,1,0,0.0,0.0,0,0,0.0,1,1,0
45,1,0,0.0,0.0,0,0,0.0,1,1,0
47,0,3,12000.0,0.0,0,0,0.0,1,1,19
39,1,0,0.0,0.0,0,0,0.0,1,1,0
44,1,0,0.0,0.0,0,0,0.0,1,1,0
52,1,0,0.0,0.0,0,0,0.0,1,1,0
31,0,6,3300.0,1.0,1,1,3900.0,0,0,7
52,1,0,0.0,0.0,0,0,0.0,1,1,0
44,1,0,0.0,0.0,0,0,0.0,1,1,0
31,1,0,0.0,0.0,0,0,0.0,1,1,0
31,1,0,0.0,0.0,0,0,0.0,1,1,0
40,0,6,3100.0,0.0,0,0,0.0,0,0,1
40,0,3,1800.0,0.0,0,0,0.0,1,1,19
40,0,6,20000.0,1.0,1,2,26000.0,0,0,8
53,0,0,0.0,0.0,0,0,0.0,1,1,0
53,0,0,0.0,0.0,0,0,0.0,1,1,0
53,0,0,0.0,0.0,0,0,0.0,1,1,0
26,1,0,0.0,0.0,0,0,0.0,1,1,0
28,1,0,0.0,0.0,0,0,0.0,1,1,0
28,1,0,0.0,0.0,0,0,0.0,1,1,0
31,0,0,0.0,0.0,0,0,0.0,1,1,0
31,0,0,0.0,0.0,0,0,0.0,1,1,0
31,0,0,0.0,0.0,0,0,0.0,1,1,0
31,0,0,0.0,0.0,0,0,0.0,1,1,0
31,0,0,0.0,0.0,0,0,0.0,1,1,0
54,0,0,0.0,0.0,0,0,0.0,1,1,0
54,0,0,0.0,0.0,0,0,0.0,1,1,0
54,0,0,0.0,0.0,0,0,0.0,1,1,0
54,0,0,0.0,0.0,0,0,0.0,1,1,0
54,0,0,0.0,0.0,0,0,0.0,1,1,0
49,1,0,0.0,0.0,0,0,0.0,1,1,0
49,1,0,0.0,0.0,0,0,0.0,1,1,0
21,0,0,0.0,0.0,0,0,0.0,1,1,0
40,0,0,0.0,0.0,0,0,0.0,1,1,0
40,0,0,0.0,0.0,0,0,0.0,1,1,0
44,1,0,0.0,0.0,0,0,0.0,1,1,0
52,1,0,0.0,0.0,0,0,0.0,1,1,0
31,0,6,3300.0,1.0,1,1,24000.0,0,0,7
31,0,1,1500.0,0.0,0,0,0.0,0,0,1
31,0,1,24000.0,0.0,0,0,0.0,0,0,1
40,0,0,0.0,0.0,0,0,0.0,1,1,0
40,0,0,0.0,0.0,0,0,0.0,1,1,0
43,0,0,0.0,0.0,0,0,0.0,1,1,0
43,0,0,0.0,0.0,0,0,0.0,1,1,0
78,1,0,0.0,0.0,0,0,0.0,1,1,0
44,1,0,0.0,0.0,0,0,0.0,1,1,0
44,1,0,0.0,0.0,0,0,0.0,1,1,0
44,1,0,0.0,0.0,0,0,0.0,1,1,0
58,1,0,0.0,0.0,0,0,0.0,1,1,0
36,1,0,0.0,0.0,0,0,0.0,1,1,0
54,1,0,0.0,0.0,0,0,0.0,1,1,0
54,1,0,0.0,0.0,0,0,0.0,1,1,0
25,0,0,0.0,0.0,0,0,0.0,1,1,0
25,0,0,0.0,0.0,0,0,0.0,2,1,0
25,0,0,0.0,0.0,0,0,0.0,2,1,0
52,0,0,0.0,0.0,0,0,0.0,1,1,0
80,1,0,0.0,0.0,0,0,0.0,1,1,0
80,1,0,0.0,0.0,0,0,0.0,1,1,0
57,0,0,0.0,0.0,0,0,0.0,1,1,0
48,1,0,0.0,0.0,0,0,0.0,1,1,0
48,1,0,0.0,0.0,0,0,0.0,1,1,0
48,1,0,0.0,0.0,0,0,0.0,1,1,0
48,1,0,0.0,0.0,0,0,0.0,1,1,0
35,1,0,0.0,0.0,0,0,0.0,1,1,0
22,0,0,0.0,0.0,0,0,0.0,1,1,0
26,0,0,0.0,0.0,0,0,0.0,2,2,0
26,0,0,0.0,0.0,0,0,0.0,1,1,0
40,0,0,0.0,0.0,0,0,0.0,1,1,0
40,0,0,0.0,0.0,0,0,0.0,1,1,0
49,0,0,0.0,0.0,0,0,0.0,2,1,0
49,0,0,0.0,0.0,0,0,0.0,1,1,0
44,1,0,0.0,0.0,0,0,0.0,1,1,0
44,1,0,0.0,0.0,0,0,0.0,1,1,0
44,1,0,0.0,0.0,0,0,0.0,1,1,0
42,0,0,0.0,0.0,0,0,0.0,1,1,0
67,0,0,0.0,0.0,0,0,0.0,1,1,0
67,0,0,0.0,0.0,0,0,0.0,1,1,0
67,0,0,0.0,0.0,0,0,0.0,1,1,0
67,0,0,0.0,0.0,0,0,0.0,1,1,0
24,1,0,0.0,0.0,0,0,0.0,1,1,0
24,1,0,0.0,0.0,0,0,0.0,1,1,0
33,0,0,0.0,0.0,0,0,0.0,1,1,0
33,0,0,0.0,0.0,0,0,0.0,1,2,0
51,0,0,0.0,0.0,0,0,0.0,1,1,0
61,0,0,0.0,0.0,0,0,0.0,1,1,0
51,0,0,0.0,0.0,0,0,0.0,1,1,0
56,0,0,0.0,0.0,0,0,0.0,1,1,0
56,0,0,0.0,0.0,0,0,0.0,1,1,0
56,0,0,0.0,0.0,0,0,0.0,1,1,0
25,0,0,0.0,0.0,0,0,0.0,2,1,0
25,0,0,0.0,0.0,0,0,0.0,1,1,0
52,0,0,0.0,0.0,0,0,0.0,1,1,0
52,0,0,0.0,0.0,0,0,0.0,1,1,0
35,1,0,0.0,0.0,0,0,0.0,1,1,0
35,1,0,0.0,0.0,0,0,0.0,1,1,0
76,1,0,0.0,0.0,0,0,0.0,1,1,0
76,1,0,0.0,0.0,0,0,0.0,1,1,0
76,1,0,0.0,0.0,0,0,0.0,1,1,0
39,0,0,0.0,0.0,0,0,0.0,1,1,0
56,0,0,0.0,0.0,0,0,0.0,1,1,0
61,0,0,0.0,0.0,0,0,0.0,1,1,0
60,0,0,0.0,0.0,0,0,0.0,1,1,0
45,0,0,0.0,0.0,0,0,0.0,1,1,0
47,1,0,0.0,0.0,0,0,0.0,1,1,0
47,1,0,0.0,0.0,0,0,0.0,1,1,0
38,0,0,0.0,0.0,0,0,0.0,1,1,0
34,1,0,0.0,0.0,0,0,0.0,1,1,0
54,1,0,0.0,0.0,0,0,0.0,1,1,0
39,0,0,0.0,0.0,0,0,0.0,1,1,0
64,0,0,0.0,0.0,0,0,0.0,1,1,0
64,0,0,0.0,0.0,0,0,0.0,1,1,0
64,0,0,0.0,0.0,0,0,0.0,1,1,0
32,1,0,0.0,0.0,0,0,0.0,1,2,0
32,1,0,0.0,0.0,0,0,0.0,1,1,0
32,1,0,0.0,0.0,0,0,0.0,1,1,0
23,0,0,0.0,0.0,0,0,0.0,1,1,0
23,0,0,0.0,0.0,0,0,0.0,1,1,0
23,0,0,0.0,0.0,0,0,0.0,1,2,0
41,1,0,0.0,0.0,0,0,0.0,1,1,0
41,1,0,0.0,0.0,0,0,0.0,1,1,0
41,1,0,0.0,0.0,0,0,0.0,1,1,0
41,1,0,0.0,0.0,0,0,0.0,1,1,0
43,0,0,0.0,0.0,0,0,0.0,1,1,0
43,0,0,0.0,0.0,0,0,0.0,1,1,0
40,1,0,0.0,0.0,0,0,0.0,1,1,0
49,1,0,0.0,0.0,0,0,0.0,1,1,0
49,1,0,0.0,0.0,0,0,0.0,2,1,0
55,1,0,0.0,0.0,0,0,0.0,1,1,0
55,1,0,0.0,0.0,0,0,0.0,1,1,0
55,1,0,0.0,0.0,0,0,0.0,2,1,0
22,1,0,0.0,0.0,0,0,0.0,1,1,0
56,1,0,0.0,0.0,0,0,0.0,1,1,0
22,1,0,0.0,0.0,0,0,0.0,1,1,0
51,1,0,0.0,0.0,0,0,0.0,1,1,0
30,1,0,0.0,0.0,0,0,0.0,1,1,0
30,1,0,0.0,0.0,0,0,0.0,1,1,0
21,1,0,0.0,0.0,0,0,0.0,1,1,0
25,0,0,0.0,0.0,0,0,0.0,1,1,0
25,0,0,0.0,0.0,0,0,0.0,2,1,0
25,0,0,0.0,0.0,0,0,0.0,1,1,0
34,1,0,0.0,0.0,0,0,0.0,1,1,0
34,1,0,0.0,0.0,0,0,0.0,1,1,0
27,0,3,5700.0,0.0,0,0,0.0,1,1,19
34,1,0,0.0,0.0,0,0,0.0,1,1,0
53,1,0,0.0,0.0,0,0,0.0,1,1,0
53,1,0,0.0,0.0,0,0,0.0,1,1,0
53,1,0,0.0,0.0,0,0,0.0,1,1,0
49,1,0,0.0,0.0,0,0,0.0,1,1,0
49,1,0,0.0,0.0,0,0,0.0,1,1,0
49,1,0,0.0,0.0,0,0,0.0,1,1,0
32,0,0,0.0,0.0,0,0,0.0,1,1,0
62,1,0,0.0,0.0,0,0,0.0,1,1,0
52,0,0,0.0,0.0,0,0,0.0,1,1,0
52,0,0,0.0,0.0,0,0,0.0,1,1,0
30,1,0,0.0,0.0,0,0,0.0,1,1,0
30,1,0,0.0,0.0,0,0,0.0,1,1,0
60,0,0,0.0,0.0,0,0,0.0,1,1,0
60,0,0,0.0,0.0,0,0,0.0,1,1,0
81,0,0,0.0,0.0,0,0,0.0,1,1,0
81,0,0,0.0,0.0,0,0,0.0,1,2,0
51,1,0,0.0,0.0,0,0,0.0,1,1,0
51,1,0,0.0,0.0,0,0,0.0,1,1,0
56,1,0,0.0,0.0,0,0,0.0,1,2,0
43,0,0,0.0,0.0,0,0,0.0,1,1,0
43,0,0,0.0,0.0,0,0,0.0,1,1,0
50,0,0,0.0,0.0,0,0,0.0,1,1,0
23,1,0,0.0,0.0,0,0,0.0,1,1,0
23,1,0,0.0,0.0,0,0,0.0,1,1,0
41,0,0,0.0,0.0,0,0,0.0,1,1,0
41,0,0,0.0,0.0,0,0,0.0,1,1,0
63,1,1,150000.0,0.0,0,0,0.0,0,0,13
41,0,0,0.0,0.0,0,0,0.0,1,1,0
29,0,0,0.0,0.0,0,0,0.0,1,1,0
31,1,0,0.0,0.0,0,0,0.0,1,1,0
31,1,0,0.0,0.0,0,0,0.0,1,1,0
31,1,0,0.0,0.0,0,0,0.0,1,1,0
41,0,0,0.0,0.0,0,0,0.0,1,1,0
41,0,0,0.0,0.0,0,0,0.0,1,1,0
62,1,0,0.0,0.0,0,0,0.0,1,1,0
63,1,0,0.0,0.0,0,0,0.0,1,1,0
63,1,0,0.0,0.0,0,0,0.0,1,1,0
63,1,0,0.0,0.0,0,0,0.0,1,1,0
63,1,0,0.0,0.0,0,0,0.0,1,1,0
49,1,0,0.0,0.0,0,0,0.0,1,1,0
49,1,0,0.0,0.0,0,0,0.0,1,1,0
49,1,0,0.0,0.0,0,0,0.0,1,1,0
49,1,0,0.0,0.0,0,0,0.0,1,1,0
28,0,0,0.0,0.0,0,0,0.0,1,1,0
28,0,0,0.0,0.0,0,0,0.0,1,1,0
28,0,0,0.0,0.0,0,0,0.0,1,1,0
39,0,0,0.0,0.0,0,0,0.0,1,1,0
39,0,0,0.0,0.0,0,0,0.0,1,1,0
50,0,0,0.0,0.0,0,0,0.0,1,1,0
21,1,0,0.0,0.0,0,0,0.0,1,1,0
56,0,0,0.0,0.0,0,0,0.0,1,1,0
56,0,0,0.0,0.0,0,0,0.0,1,1,0
43,0,0,0.0,0.0,0,0,0.0,1,1,0
29,1,0,0.0,0.0,0,0,0.0,1,1,0
29,1,0,0.0,0.0,0,0,0.0,1,1,0
29,1,0,0.0,0.0,0,0,0.0,1,1,0
29,1,0,0.0,0.0,0,0,0.0,1,1,0
34,0,0,0.0,0.0,0,0,0.0,1,1,0
46,1,0,0.0,0.0,0,0,0.0,1,1,0
46,1,0,0.0,0.0,0,0,0.0,1,1,0
27,1,0,0.0,0.0,0,0,0.0,1,1,0
27,1,0,0.0,0.0,0,0,0.0,1,1,0
27,1,0,0.0,0.0,0,0,0.0,1,1,0
51,0,0,0.0,0.0,0,0,0.0,1,1,0
51,0,0,0.0,0.0,0,0,0.0,1,1,0
30,1,0,0.0,0.0,0,0,0.0,1,1,0
40,0,0,0.0,0.0,0,0,0.0,1,1,0
42,0,0,0.0,0.0,0,0,0.0,1,1,0
42,0,0,0.0,0.0,0,0,0.0,1,1,0
42,0,0,0.0,0.0,0,0,0.0,1,1,0
42,0,0,0.0,0.0,0,0,0.0,1,1,0
39,1,3,700.0,1.0,2,1,5900.0,1,1,19
39,1,3,5700.0,1.0,2,1,5900.0,1,1,19
39,1,7,14000.0,0.0,0,0,0.0,0,0,1
39,1,7,35000.0,1.0,1,1,20000.0,0,0,1
39,1,3,2000.0,0.0,0,0,0.0,1,1,19
39,1,7,4100.0,1.0,1,2,4100.0,0,0,1
39,1,7,12000.0,1.0,1,2,4100.0,0,0,8
56,0,0,0.0,0.0,0,0,0.0,1,1,0
56,0,0,0.0,0.0,0,0,0.0,1,1,0
40,0,0,0.0,0.0,0,0,0.0,1,1,0
58,0,0,0.0,0.0,0,0,0.0,1,1,0
23,0,0,0.0,0.0,0,0,0.0,1,1,0
23,0,0,0.0,0.0,0,0,0.0,1,1,0
49,0,0,0.0,0.0,0,0,0.0,1,1,0
49,0,0,0.0,0.0,0,0,0.0,1,1,0
35,0,0,0.0,0.0,0,0,0.0,1,1,0
35,0,0,0.0,0.0,0,0,0.0,1,1,0
35,0,0,0.0,0.0,0,0,0.0,1,1,0
35,0,0,0.0,0.0,0,0,0.0,1,1,0
25,1,0,0.0,0.0,0,0,0.0,1,1,0
25,1,0,0.0,0.0,0,0,0.0,2,1,0
25,1,0,0.0,0.0,0,0,0.0,1,1,0
66,0,0,0.0,0.0,0,0,0.0,1,1,0
65,1,0,0.0,0.0,0,0,0.0,1,1,0
72,0,0,0.0,0.0,0,0,0.0,1,1,0
19,0,0,0.0,0.0,0,0,0.0,1,1,0
54,1,0,0.0,0.0,0,0,0.0,1,1,0
54,1,0,0.0,0.0,0,0,0.0,1,1,0
42,0,0,0.0,0.0,0,0,0.0,1,1,0
42,0,0,0.0,0.0,0,0,0.0,1,1,0
47,0,6,10000.0,0.0,0,0,0.0,0,0,1
47,0,1,2500.0,0.0,0,0,0.0,0,0,1
47,0,3,3600.0,0.0,0,0,0.0,1,1,19
24,1,0,0.0,0.0,0,0,0.0,1,1,0
24,1,0,0.0,0.0,0,0,0.0,1,1,0
39,1,0,0.0,0.0,0,0,0.0,1,1,0
39,1,0,0.0,0.0,0,0,0.0,1,1,0
39,1,0,0.0,0.0,0,0,0.0,1,1,0
55,0,0,0.0,0.0,0,0,0.0,1,1,0
62,1,0,0.0,0.0,0,0,0.0,1,1,0
49,0,0,0.0,0.0,0,0,0.0,1,1,0
59,1,0,0.0,0.0,0,0,0.0,1,1,0
23,1,0,0.0,0.0,0,0,0.0,1,1,0
23,1,0,0.0,0.0,0,0,0.0,1,1,0
45,0,0,0.0,0.0,0,0,0.0,1,1,0
35,0,0,0.0,0.0,0,0,0.0,1,1,0
35,0,0,0.0,0.0,0,0,0.0,1,2,0
35,0,0,0.0,0.0,0,0,0.0,1,1,0
61,0,0,0.0,0.0,0,0,0.0,1,1,0
65,0,0,0.0,0.0,0,0,0.0,1,1,0
65,0,0,0.0,0.0,0,0,0.0,1,1,0
70,0,0,0.0,0.0,0,0,0.0,1,1,0
43,0,0,0.0,0.0,0,0,0.0,1,1,0
43,0,0,0.0,0.0,0,0,0.0,1,1,0
43,0,0,0.0,0.0,0,0,0.0,1,1,0
43,0,0,0.0,0.0,0,0,0.0,1,1,0
55,0,0,0.0,0.0,0,0,0.0,1,1,0
19,0,0,0.0,0.0,0,0,0.0,2,1,0
19,0,0,0.0,0.0,0,0,0.0,1,1,0
37,0,0,0.0,0.0,0,0,0.0,1,1,0
43,0,0,0.0,0.0,0,0,0.0,1,1,0
43,0,0,0.0,0.0,0,0,0.0,2,1,0
50,1,0,0.0,0.0,0,0,0.0,1,1,0
53,0,0,0.0,0.0,0,0,0.0,1,1,0
68,1,0,0.0,0.0,0,0,0.0,1,1,0
32,0,0,0.0,0.0,0,0,0.0,1,1,0
49,0,0,0.0,0.0,0,0,0.0,1,1,0
49,0,0,0.0,0.0,0,0,0.0,1,2,0
49,0,0,0.0,0.0,0,0,0.0,1,1,0
41,0,1,20000.0,0.0,0,0,0.0,0,0,11
41,0,1,140000.0,0.0,0,0,0.0,1,2,6
23,1,0,0.0,0.0,0,0,0.0,2,1,0
59,1,0,0.0,0.0,0,0,0.0,1,1,0
59,1,0,0.0,0.0,0,0,0.0,1,1,0
46,0,0,0.0,0.0,0,0,0.0,1,1,0
44,1,0,0.0,0.0,0,0,0.0,1,1,0
44,1,0,0.0,0.0,0,0,0.0,1,1,0
44,1,0,0.0,0.0,0,0,0.0,2,1,0
50,1,0,0.0,0.0,0,0,0.0,1,2,0
50,1,0,0.0,0.0,0,0,0.0,1,1,0
37,0,0,0.0,0.0,0,0,0.0,1,1,0
37,0,0,0.0,0.0,0,0,0.0,1,1,0
37,0,0,0.0,0.0,0,0,0.0,2,2,0
49,0,0,0.0,0.0,0,0,0.0,1,1,0
41,1,0,0.0,0.0,0,0,0.0,1,1,0
29,1,1,1300.0,0.0,0,0,0.0,0,0,1
29,1,1,150000.0,1.0,1,2,80000.0,0,0,1
29,1,6,9900.0,0.0,0,0,0.0,0,0,8
41,1,0,0.0,0.0,0,0,0.0,1,1,0
32,0,0,0.0,0.0,0,0,0.0,1,1,0
50,1,0,0.0,0.0,0,0,0.0,1,1,0
64,0,0,0.0,0.0,0,0,0.0,1,1,0
48,1,0,0.0,0.0,0,0,0.0,1,1,0
48,1,0,0.0,0.0,0,0,0.0,1,1,0
48,1,0,0.0,0.0,0,0,0.0,1,1,0
30,0,0,0.0,0.0,0,0,0.0,1,1,0
31,1,1,2600.0,0.0,0,0,0.0,0,0,1
45,0,0,0.0,0.0,0,0,0.0,1,1,0
45,0,0,0.0,0.0,0,0,0.0,1,1,0
45,0,0,0.0,0.0,0,0,0.0,1,1,0
34,0,0,0.0,0.0,0,0,0.0,1,1,0
23,0,0,0.0,0.0,0,0,0.0,1,1,0
44,1,0,0.0,0.0,0,0,0.0,1,1,0
62,0,0,0.0,0.0,0,0,0.0,1,1,0
69,0,0,0.0,0.0,0,0,0.0,1,1,0
48,0,0,0.0,0.0,0,0,0.0,1,1,0
46,0,0,0.0,0.0,0,0,0.0,1,1,0
46,0,0,0.0,0.0,0,0,0.0,1,1,0
46,0,0,0.0,0.0,0,0,0.0,1,1,0
27,1,8,28000.0,0.0,0,0,0.0,0,0,5
27,1,8,13000.0,0.0,0,0,0.0,0,0,2
41,0,0,0.0,0.0,0,0,0.0,1,1,0
45,1,0,0.0,0.0,0,0,0.0,1,1,0
45,1,0,0.0,0.0,0,0,0.0,1,1,0
38,0,0,0.0,0.0,0,0,0.0,1,1,0
38,0,0,0.0,0.0,0,0,0.0,1,1,0
38,0,0,0.0,0.0,0,0,0.0,1,1,0
31,0,0,0.0,0.0,0,0,0.0,1,1,0
17,1,0,0.0,0.0,0,0,0.0,1,1,0
23,0,0,0.0,0.0,0,0,0.0,1,1,0
53,0,0,0.0,0.0,0,0,0.0,1,1,0
53,0,0,0.0,0.0,0,0,0.0,1,1,0
53,0,0,0.0,0.0,0,0,0.0,1,2,0
43,1,0,0.0,0.0,0,0,0.0,1,1,0
58,0,0,0.0,0.0,0,0,0.0,1,1,0
71,0,0,0.0,0.0,0,0,0.0,1,1,0
71,0,0,0.0,0.0,0,0,0.0,1,1,0
71,0,0,0.0,0.0,0,0,0.0,1,1,0
71,0,0,0.0,0.0,0,0,0.0,1,1,0
71,0,0,0.0,0.0,0,0,0.0,1,2,0
31,1,0,0.0,0.0,0,0,0.0,1,1,0
48,0,0,0.0,0.0,0,0,0.0,1,1,0
48,0,0,0.0,0.0,0,0,0.0,1,1,0
48,0,0,0.0,0.0,0,0,0.0,1,2,0
53,0,0,0.0,0.0,0,0,0.0,1,1,0
30,0,0,0.0,0.0,0,0,0.0,1,1,0
41,0,6,4900.0,0.0,0,0,0.0,0,0,14
52,0,3,12000.0,0.0,0,0,0.0,1,1,19
67,1,3,14000.0,1.0,3,1,950.0,1,1,19
67,1,3,5000.0,0.0,0,0,0.0,1,1,19
67,1,8,5900.0,0.0,0,0,0.0,0,0,16
54,0,6,9100.0,0.0,0,0,0.0,0,0,14
54,0,3,5600.0,0.0,0,0,0.0,0,0,14
39,0,6,5300.0,0.0,0,0,0.0,0,0,14
39,0,8,80000.0,0.0,0,0,0.0,0,0,9
39,0,8,56000.0,0.0,0,0,0.0,0,0,9
29,0,7,15000.0,0.0,0,0,0.0,0,0,1
36,0,1,20000.0,0.0,0,0,0.0,0,0,1
36,0,1,55000.0,0.0,0,0,0.0,0,0,6
59,0,2,20000.0,0.0,0,0,0.0,0,0,7
42,0,3,200.0,0.0,0,0,0.0,1,1,19
27,0,6,13000.0,0.0,0,0,0.0,0,0,14
47,1,7,6200.0,0.0,0,0,0.0,0,0,1
47,1,7,2900.0,0.0,0,0,0.0,0,0,1
47,1,3,430.0,0.0,0,0,0.0,1,1,19
50,1,2,150000.0,0.0,0,0,0.0,0,0,13
50,1,6,7000.0,0.0,0,0,0.0,0,0,14
50,1,1,12000.0,0.0,0,0,0.0,0,0,8
50,1,2,30000.0,0.0,0,0,0.0,0,0,1
47,1,3,11000.0,0.0,0,0,0.0,1,1,19
21,1,8,3400.0,0.0,0,0,0.0,0,0,2
18,0,8,7700.0,0.0,0,0,0.0,0,0,2
